,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New
5833,FDV21,11.5,Low Fat,0.171779865,126.0704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1627.2152,non
5834,DRD24,13.85,Low Fat,0.051544658,142.5154,OUT010,1998,Medium,Tier 3,Grocery Store,141.8154,non
5835,DRF25,9.0,Low Fat,0.03898577,34.619,OUT049,1999,Medium,Tier 1,Supermarket Type1,732.38,non
5836,FDN22,18.85,Regular,0.138868769,251.8724,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.7412,non
5837,FDV04,7.825,Regular,0.251094747,156.6288,OUT010,1998,Medium,Tier 3,Grocery Store,628.5152,non
5838,FDL34,16.0,Low Fat,0.041112694,139.9496,OUT018,2009,Medium,Tier 3,Supermarket Type2,3105.2912,non
5839,FDX58,13.15,Low Fat,0.043755405,182.895,OUT035,2004,Small,Tier 2,Supermarket Type1,3112.615,non
5840,FDG12,6.635,Regular,0.006351875999999999,120.3098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1446.1176,non
5841,NCL53,7.5,Non-Edible,0.036308404,175.4028,OUT045,2002,Medium,Tier 2,Supermarket Type1,2833.6448,Others
5842,FDV47,17.1,Low Fat,0.054428368,84.9566,OUT018,2009,Medium,Tier 3,Supermarket Type2,1014.6792,perishable
5843,FDA43,13.224769381746881,Low Fat,0.064362554,193.7794,OUT027,1985,Medium,Tier 3,Supermarket Type3,4876.985,perishable
5844,NCM17,7.93,Non-Edible,0.071538243,44.5086,OUT017,2007,Medium,Tier 2,Supermarket Type1,1249.0408,Others
5845,NCQ02,12.6,Non-Edible,0.007468056,186.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3379.6008,Others
5846,FDN12,15.6,Low Fat,0.081562686,112.7544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1118.5439999999999,non
5847,NCX06,13.384736495388726,Non-Edible,0.02746599,181.5976,OUT019,1985,Small,Tier 1,Grocery Store,543.2928,Others
5848,FDE24,14.85,Low Fat,0.09365216800000001,141.5812,OUT045,2002,Medium,Tier 2,Supermarket Type1,427.4436,non
5849,FDQ58,7.315,Low Fat,0.015364173,154.334,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.752,non
5850,FDH31,12.0,Regular,0.020442889,98.0042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1587.2672,perishable
5851,NCH55,16.35,Non-Edible,0.034813556,128.40200000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1265.02,Others
5852,NCC54,17.75,Non-Edible,0.09786283900000001,239.3196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.2940000000003,Others
5853,NCT06,13.384736495388726,Non-Edible,0.06782445599999999,167.7842,OUT019,1985,Small,Tier 1,Grocery Store,165.7842,Others
5854,FDH56,13.224769381746881,Regular,0.11173569,115.9492,OUT019,1985,Small,Tier 1,Grocery Store,115.8492,perishable
5855,FDY46,18.6,Low Fat,0.048160824000000005,188.9898,OUT017,2007,Medium,Tier 2,Supermarket Type1,3554.7062,non
5856,NCM19,12.65,Non-Edible,0.047197935999999996,114.1202,OUT013,1987,High,Tier 3,Supermarket Type1,3488.1262,Others
5857,FDB04,13.42606890459367,Regular,0.06292013,88.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.4240000000004,perishable
5858,FDB09,16.25,Low Fat,0.057385239000000005,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1369.5506,perishable
5859,FDK51,13.42606890459367,Low Fat,0.005209791,265.2884,OUT027,1985,Medium,Tier 3,Supermarket Type3,3179.8608,perishable
5860,FDB33,13.224769381746881,Low Fat,0.025527994,157.5262,OUT019,1985,Small,Tier 1,Grocery Store,477.3786,perishable
5861,FDU51,20.2,Regular,0.096495426,175.6028,OUT035,2004,Small,Tier 2,Supermarket Type1,3364.9532,perishable
5862,NCE30,13.384736495388726,Non-Edible,0.173574402,214.0902,OUT019,1985,Small,Tier 1,Grocery Store,1061.951,Others
5863,DRI13,15.35,Low Fat,0.020409765,218.3508,OUT018,2009,Medium,Tier 3,Supermarket Type2,2387.5588,non
5864,FDV32,7.785,Low Fat,0.088888291,64.751,OUT045,2002,Medium,Tier 2,Supermarket Type1,1201.769,perishable
5865,DRH51,17.6,Low Fat,0.09736772199999999,89.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.8560000000001,perishable
5866,NCW18,15.1,Non-Edible,0.059275452,238.9248,OUT013,1987,High,Tier 3,Supermarket Type1,6636.6944,Others
5867,FDI12,9.395,Regular,0.100555034,88.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.42800000000005,non
5868,FDQ14,9.27,Low Fat,0.061775607,150.105,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49,perishable
5869,FDQ55,13.224769381746881,Regular,0.012974936999999999,115.9834,OUT027,1985,Medium,Tier 3,Supermarket Type3,2994.7684,perishable
5870,FDG26,18.85,Low Fat,0.042614360999999996,255.333,OUT013,1987,High,Tier 3,Supermarket Type1,1794.3310000000001,non
5871,NCW29,13.142313953488392,Non-Edible,0.050535312,130.031,OUT019,1985,Small,Tier 1,Grocery Store,129.83100000000002,Others
5872,FDK27,11.0,Low Fat,0.008944844,122.3756,OUT035,2004,Small,Tier 2,Supermarket Type1,2059.9852,perishable
5873,DRL49,13.15,Low Fat,0.056418354000000004,142.4812,OUT035,2004,Small,Tier 2,Supermarket Type1,2422.1804,non
5874,FDK26,5.46,Regular,0.032227432,186.824,OUT049,1999,Medium,Tier 1,Supermarket Type1,1864.24,non
5875,FDT14,13.42606890459367,Regular,0.127108578,120.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,2756.4120000000003,perishable
5876,FDW19,12.35,Regular,0.064441812,110.95700000000001,OUT010,1998,Medium,Tier 3,Grocery Store,219.71400000000003,perishable
5877,FDF22,6.865,Low Fat,0.057152139000000005,211.8218,OUT017,2007,Medium,Tier 2,Supermarket Type1,4915.6014,non
5878,NCQ43,17.75,Non-Edible,0.11147467,108.0912,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.868,Others
5879,NCA42,13.384736495388726,Non-Edible,0.028410335,158.0604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4595.3516,Others
5880,FDG08,13.224769381746881,Regular,0.28952283300000003,172.0764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764,perishable
5881,NCP17,19.35,Non-Edible,0.046559447999999996,65.3168,OUT010,1998,Medium,Tier 3,Grocery Store,191.7504,Others
5882,FDS19,13.8,Regular,0.06420727700000001,76.0012,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.4192,perishable
5883,DRQ35,9.3,Low Fat,0.042463728,121.9388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1114.5492,non
5884,FDR25,17.0,Regular,0.139521931,266.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,5034.7796,non
5885,NCB43,20.2,Non-Edible,0.049016517,187.1898,OUT013,1987,High,Tier 3,Supermarket Type1,2993.4368,Others
5886,FDQ28,14.0,Regular,0.060768862,154.8656,OUT017,2007,Medium,Tier 2,Supermarket Type1,1390.1904,non
5887,FDK24,9.195,Low Fat,0.101294945,46.2744,OUT046,1997,Small,Tier 1,Supermarket Type1,1086.5856,non
5888,NCN06,8.39,Non-Edible,0.120474481,165.5868,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.4416,Others
5889,FDS08,5.735,Low Fat,0.05695045,177.937,OUT035,2004,Small,Tier 2,Supermarket Type1,1587.933,perishable
5890,FDP27,8.155,Low Fat,0.119351235,190.153,OUT013,1987,High,Tier 3,Supermarket Type1,4933.5779999999995,perishable
5891,FDE11,17.7,Regular,0.226122963,185.7924,OUT010,1998,Medium,Tier 3,Grocery Store,370.1848,perishable
5892,NCX30,16.7,Non-Edible,0.026620627,249.2776,OUT046,1997,Small,Tier 1,Supermarket Type1,4210.5192,Others
5893,DRI51,17.25,Low Fat,0.042480566,173.4764,OUT017,2007,Medium,Tier 2,Supermarket Type1,2404.8696,perishable
5894,FDH31,12.81734421364986,Regular,0.04975339,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,perishable
5895,FDR19,13.5,Regular,0.159720671,147.6102,OUT046,1997,Small,Tier 1,Supermarket Type1,4082.6856,perishable
5896,FDJ04,18.0,Low Fat,0.124348482,118.3124,OUT013,1987,High,Tier 3,Supermarket Type1,948.0992,non
5897,FDP01,20.75,Regular,0.063684145,151.7682,OUT017,2007,Medium,Tier 2,Supermarket Type1,1372.2138,perishable
5898,FDY35,17.6,Regular,0.016092971,45.8402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648,perishable
5899,DRC36,13.0,Regular,0.053589594000000004,173.6054,OUT013,1987,High,Tier 3,Supermarket Type1,1751.0539999999999,non
5900,FDZ55,6.055,Low Fat,0.025552424,158.49200000000002,OUT017,2007,Medium,Tier 2,Supermarket Type1,3994.8,perishable
5901,FDD11,12.85,Low Fat,0.030591255,251.40400000000002,OUT013,1987,High,Tier 3,Supermarket Type1,2277.036,perishable
5902,NCJ29,10.6,Non-Edible,0.035336287,87.0224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1193.1136,Others
5903,FDI52,18.7,Low Fat,0.104658344,121.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864,non
5904,NCF06,6.235,Non-Edible,0.020198353999999998,257.9962,OUT046,1997,Small,Tier 1,Supermarket Type1,517.9924,Others
5905,FDG16,15.25,Low Fat,0.08981680800000001,217.3192,OUT046,1997,Small,Tier 1,Supermarket Type1,5608.6992,non
5906,FDX07,19.2,Regular,0.022954443999999997,184.495,OUT049,1999,Medium,Tier 1,Supermarket Type1,4028.09,perishable
5907,FDR14,11.65,Low Fat,0.174049032,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1,647.1576,perishable
5908,FDV36,18.7,Low Fat,0.044024163,125.902,OUT010,1998,Medium,Tier 3,Grocery Store,126.50200000000001,non
5909,NCP14,8.275,Non-Edible,0.110739031,103.3306,OUT018,2009,Medium,Tier 3,Supermarket Type2,2404.2038,Others
5910,FDJ12,8.895,Regular,0.039008625,209.0296,OUT013,1987,High,Tier 3,Supermarket Type1,2285.0256,non
5911,FDL46,20.35,Low Fat,0.054277132,117.3466,OUT018,2009,Medium,Tier 3,Supermarket Type2,824.9262,non
5912,FDL21,15.85,Regular,0.0071609080000000006,39.348,OUT045,2002,Medium,Tier 2,Supermarket Type1,719.064,non
5913,NCA30,19.0,Non-Edible,0.129226104,190.5872,OUT013,1987,High,Tier 3,Supermarket Type1,1890.872,Others
5914,NCN26,10.85,Non-Edible,0.049016517,119.0808,OUT013,1987,High,Tier 3,Supermarket Type1,2343.616,Others
5915,FDJ10,5.095,Regular,0.129479176,139.7838,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.3542,non
5916,NCE18,10.0,Non-Edible,0.021512619,247.775,OUT018,2009,Medium,Tier 3,Supermarket Type2,3745.125,Others
5917,FDW21,5.34,Regular,0.0059589180000000005,101.6358,OUT013,1987,High,Tier 3,Supermarket Type1,1709.1086,non
5918,FDA55,17.2,Regular,0.056941603,222.5088,OUT013,1987,High,Tier 3,Supermarket Type1,5369.0112,perishable
5919,NCX30,13.384736495388726,Non-Edible,0.026491715,247.2776,OUT027,1985,Medium,Tier 3,Supermarket Type3,6191.94,Others
5920,FDA20,13.224769381746881,Low Fat,0.066298469,186.824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6338.416,perishable
5921,FDT20,10.5,Low Fat,0.041360997000000004,39.5164,OUT013,1987,High,Tier 3,Supermarket Type1,926.7936,perishable
5922,FDR11,10.5,Regular,0.142759833,159.3578,OUT049,1999,Medium,Tier 1,Supermarket Type1,3048.6982,perishable
5923,FDU26,16.7,Regular,0.042792567999999996,118.6782,OUT018,2009,Medium,Tier 3,Supermarket Type2,1549.3166,perishable
5924,NCY54,8.43,Non-Edible,0.17769484600000002,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,Others
5925,FDP26,7.785,Low Fat,0.139552827,105.6306,OUT046,1997,Small,Tier 1,Supermarket Type1,418.1224,perishable
5926,FDK58,11.35,Regular,0.045052492,102.6016,OUT049,1999,Medium,Tier 1,Supermarket Type1,3137.2496,non
5927,NCK53,11.6,Non-Edible,0.037581243,98.9042,OUT046,1997,Small,Tier 1,Supermarket Type1,1488.0629999999999,Others
5928,FDY52,6.365,Low Fat,0.007342171,59.9536,OUT013,1987,High,Tier 3,Supermarket Type1,980.0576,non
5929,NCU30,5.11,Non-Edible,0.034945416,161.121,OUT045,2002,Medium,Tier 2,Supermarket Type1,2609.936,Others
5930,NCA18,10.1,Non-Edible,0.056030907000000005,115.1492,OUT013,1987,High,Tier 3,Supermarket Type1,1737.7379999999998,Others
5931,FDX40,12.85,Low Fat,0.099553084,40.0164,OUT017,2007,Medium,Tier 2,Supermarket Type1,1312.9576,non
5932,FDX13,7.725,Low Fat,0.04778295900000001,249.1092,OUT046,1997,Small,Tier 1,Supermarket Type1,2490.092,non
5933,FDK36,12.277108208955255,Low Fat,0.007180374000000001,47.4034,OUT027,1985,Medium,Tier 3,Supermarket Type3,631.8442,non
5934,NCP55,13.853284671532842,Non-Edible,0.019592289,56.9614,OUT019,1985,Small,Tier 1,Grocery Store,221.0456,Others
5935,FDO56,13.224769381746881,Regular,0.078758649,116.3808,OUT019,1985,Small,Tier 1,Grocery Store,234.3616,perishable
5936,NCT06,17.1,Non-Edible,0.049016517,167.0842,OUT018,2009,Medium,Tier 3,Supermarket Type2,1326.2736,Others
5937,FDX45,12.987879554655919,Low Fat,0.18358896,154.66299999999998,OUT019,1985,Small,Tier 1,Grocery Store,312.926,non
5938,NCJ06,20.1,Non-Edible,0.034623782,118.9782,OUT013,1987,High,Tier 3,Supermarket Type1,1549.3166,Others
5939,NCA41,16.75,Non-Edible,0.032586709,191.9162,OUT046,1997,Small,Tier 1,Supermarket Type1,4040.7402,Others
5940,NCB42,13.142313953488392,Non-Edible,0.008519718,116.9492,OUT027,1985,Medium,Tier 3,Supermarket Type3,2780.3808,Others
5941,FDE29,8.905,Low Fat,0.143010016,61.6878,OUT013,1987,High,Tier 3,Supermarket Type1,1029.9926,non
5942,FDU24,6.78,Regular,0.062343432000000004,94.012,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756,non
5943,FDM58,16.85,Regular,0.079624087,111.6544,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336,non
5944,FDE44,14.65,Low Fat,0.17138805,50.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,1034.6532,perishable
5945,DRH39,20.7,Low Fat,0.0675840825,78.467,OUT046,1997,Small,Tier 1,Supermarket Type1,1607.9070000000002,perishable
5946,FDU33,12.987879554655919,Regular,0.23585940800000002,46.1402,OUT019,1985,Small,Tier 1,Grocery Store,45.9402,non
5947,FDW08,12.1,Low Fat,0.148612263,104.52799999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.864,perishable
5948,NCT30,9.1,Non-Edible,0.134393836,48.0718,OUT010,1998,Medium,Tier 3,Grocery Store,47.2718,Others
5949,NCI54,15.2,Non-Edible,0.033599041,107.7912,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.912,Others
5950,FDS16,15.15,Regular,0.066311153,145.776,OUT045,2002,Medium,Tier 2,Supermarket Type1,3954.8520000000003,non
5951,DRK39,13.42606890459367,Low Fat,0.04962392400000001,83.225,OUT027,1985,Medium,Tier 3,Supermarket Type3,1498.05,perishable
5952,FDP24,20.6,Low Fat,0.13893181,119.5756,OUT010,1998,Medium,Tier 3,Grocery Store,121.1756,non
5953,NCG18,15.3,Non-Edible,0.049016517,103.5332,OUT035,2004,Small,Tier 2,Supermarket Type1,3383.5956,Others
5954,DRI59,11.400327868852452,Low Fat,0.040636926000000004,224.6088,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.1759999999995,non
5955,NCO06,19.25,Non-Edible,0.107940533,35.5558,OUT013,1987,High,Tier 3,Supermarket Type1,305.6022,Others
5956,FDR15,9.3,Regular,0.03362713,156.1314,OUT017,2007,Medium,Tier 2,Supermarket Type1,620.5256,perishable
5957,FDE29,12.867061281337076,Low Fat,0.142436015,62.3878,OUT027,1985,Medium,Tier 3,Supermarket Type3,1514.695,non
5958,FDN49,17.25,Regular,0.125200788,41.648,OUT035,2004,Small,Tier 2,Supermarket Type1,679.1160000000001,perishable
5959,FDQ21,21.25,Low Fat,0.019407069,119.3756,OUT013,1987,High,Tier 3,Supermarket Type1,3271.7412,non
5960,FDE17,20.1,Regular,0.054445198,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,4836.3712,non
5961,NCI42,18.75,Non-Edible,0.01040777,209.4954,OUT018,2009,Medium,Tier 3,Supermarket Type2,2500.7448,Others
5962,FDZ21,17.6,Regular,0.039443715,95.84100000000001,OUT017,2007,Medium,Tier 2,Supermarket Type1,1641.1970000000001,non
5963,FDX48,17.75,Regular,0.038042232999999995,154.2656,OUT018,2009,Medium,Tier 3,Supermarket Type2,3398.2432,non
5964,FDH26,19.25,Regular,0.034770109,141.9496,OUT045,2002,Medium,Tier 2,Supermarket Type1,988.0472,non
5965,FDD50,18.85,Low Fat,0.141862435,171.0132,OUT049,1999,Medium,Tier 1,Supermarket Type1,4396.9432,non
5966,FDL40,17.7,Low Fat,0.019438042,95.541,OUT010,1998,Medium,Tier 3,Grocery Store,96.541,non
5967,NCO02,13.853284671532842,Non-Edible,0.073012871,67.5142,OUT027,1985,Medium,Tier 3,Supermarket Type3,2306.9970000000003,Others
5968,FDF05,17.5,Low Fat,0.026848529,264.89099999999996,OUT013,1987,High,Tier 3,Supermarket Type1,4996.829000000001,non
5969,DRG25,10.5,Low Fat,0.019033838,185.62400000000002,OUT013,1987,High,Tier 3,Supermarket Type1,6897.688,non
5970,NCA41,16.75,Non-Edible,0.032771033,192.3162,OUT017,2007,Medium,Tier 2,Supermarket Type1,2308.9944,Others
5971,FDZ40,8.935,Low Fat,0.04026424,52.6298,OUT045,2002,Medium,Tier 2,Supermarket Type1,808.947,non
5972,FDT15,12.81734421364986,Regular,0.074729835,183.795,OUT019,1985,Small,Tier 1,Grocery Store,549.285,perishable
5973,FDP46,15.35,Low Fat,0.074601506,90.98299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1348.245,non
5974,DRG01,11.847459893048129,Low Fat,0.078576075,78.467,OUT019,1985,Small,Tier 1,Grocery Store,229.701,non
5975,FDR23,15.85,Low Fat,0.081719458,178.037,OUT013,1987,High,Tier 3,Supermarket Type1,2646.555,perishable
5976,FDF09,6.215,Low Fat,0.012173543,36.4848,OUT045,2002,Medium,Tier 2,Supermarket Type1,447.4176,perishable
5977,FDK09,12.987879554655919,Low Fat,0.091318935,230.7352,OUT027,1985,Medium,Tier 3,Supermarket Type3,8474.3024,non
5978,DRJ11,9.5,Low Fat,0.085075063,189.0872,OUT035,2004,Small,Tier 2,Supermarket Type1,3970.8312,non
5979,FDI32,17.7,Low Fat,0.17464455199999998,113.2834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1727.751,perishable
5980,NCG42,19.2,Non-Edible,0.041395775,129.731,OUT018,2009,Medium,Tier 3,Supermarket Type2,1298.31,Others
5981,FDA51,8.05,Regular,0.16467959699999998,112.1518,OUT046,1997,Small,Tier 1,Supermarket Type1,1252.3698,perishable
5982,FDG57,14.7,Low Fat,0.121012632,49.4034,OUT010,1998,Medium,Tier 3,Grocery Store,194.4136,perishable
5983,FDG34,11.5,Regular,0.037563325,109.5254,OUT035,2004,Small,Tier 2,Supermarket Type1,1627.881,non
5984,NCI43,19.85,Non-Edible,0.026115595,49.0376,OUT017,2007,Medium,Tier 2,Supermarket Type1,143.8128,Others
5985,NCY53,20.0,Non-Edible,0.05848134,113.3544,OUT046,1997,Small,Tier 1,Supermarket Type1,2572.6512,Others
5986,FDC33,8.96,Regular,0.068880971,195.3768,OUT013,1987,High,Tier 3,Supermarket Type1,2759.0752,perishable
5987,NCK29,5.615,Non-Edible,0.125964559,124.773,OUT049,1999,Medium,Tier 1,Supermarket Type1,2956.152,Others
5988,FDS50,17.0,Low Fat,0.055746931,220.0114,OUT017,2007,Medium,Tier 2,Supermarket Type1,2217.114,perishable
5989,NCJ30,5.82,Non-Edible,0.080804019,171.479,OUT045,2002,Medium,Tier 2,Supermarket Type1,4074.696,Others
5990,FDQ07,13.224769381746881,Regular,0.086983591,219.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.3192,perishable
5991,FDI20,19.1,Low Fat,0.064547828,212.8586,OUT010,1998,Medium,Tier 3,Grocery Store,422.1172,perishable
5992,NCM06,13.384736495388726,Non-Edible,0.075361182,155.6656,OUT027,1985,Medium,Tier 3,Supermarket Type3,3243.7776,Others
5993,FDL15,12.81734421364986,Low Fat,0.081651443,152.5682,OUT019,1985,Small,Tier 1,Grocery Store,152.4682,perishable
5994,NCL29,9.695,Non-Edible,0.190711254,159.1604,OUT010,1998,Medium,Tier 3,Grocery Store,633.8416,Others
5995,FDB32,20.6,Low Fat,0.023585598,94.7778,OUT017,2007,Medium,Tier 2,Supermarket Type1,1314.2892,perishable
5996,FDJ16,9.195,Low Fat,0.11506426300000001,58.6246,OUT049,1999,Medium,Tier 1,Supermarket Type1,868.8689999999999,non
5997,FDJ32,10.695,Low Fat,0.057909547,60.4536,OUT045,2002,Medium,Tier 2,Supermarket Type1,183.7608,perishable
5998,FDO12,15.75,Low Fat,0.054920145999999996,195.8452,OUT035,2004,Small,Tier 2,Supermarket Type1,4893.63,non
5999,NCB18,19.6,Non-Edible,0.041291168999999996,86.9514,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224,Others
6000,FDO37,12.768202247191002,Low Fat,0.021273161000000002,229.1326,OUT027,1985,Medium,Tier 3,Supermarket Type3,7393.0432,perishable
6001,FDV13,17.35,Regular,0.02758789,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,non
6002,FDF52,9.3,Low Fat,0.11178154,182.3292,OUT010,1998,Medium,Tier 3,Grocery Store,182.4292,non
6003,FDY11,6.71,Regular,0.02960641,65.4142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.0266,non
6004,FDL20,17.1,Low Fat,0.129140919,109.4886,OUT017,2007,Medium,Tier 2,Supermarket Type1,1667.829,perishable
6005,FDS45,5.175,Regular,0.029555772999999997,105.9622,OUT045,2002,Medium,Tier 2,Supermarket Type1,1693.7952,non
6006,DRJ13,12.65,Low Fat,0.063146492,159.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,962.7468,non
6007,FDR37,16.5,Regular,0.066352552,181.2292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4195.8716,perishable
6008,FDS23,11.3469362745098,Low Fat,0.246678647,129.7994,OUT019,1985,Small,Tier 1,Grocery Store,385.4982,perishable
6009,FDX13,7.725,Low Fat,0.047977607,249.5092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.0828,non
6010,FDT49,7.0,Low Fat,0.15171264199999998,104.82799999999999,OUT045,2002,Medium,Tier 2,Supermarket Type1,1278.336,non
6011,FDY13,12.1,Low Fat,0.030174246000000002,76.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,1531.34,non
6012,FDD47,7.6,Regular,0.23836644199999998,171.8448,OUT010,1998,Medium,Tier 3,Grocery Store,852.2239999999999,perishable
6013,FDF20,12.85,Low Fat,0.055603753,195.6768,OUT010,1998,Medium,Tier 3,Grocery Store,394.1536,perishable
6014,FDS32,17.75,Regular,0.029648306,142.4838,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.3542,perishable
6015,FDJ44,13.224769381746881,Regular,0.105812357,175.0396,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.1108,perishable
6016,NCY30,20.25,Non-Edible,0.02593166,182.5976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592,Others
6017,FDK33,12.987879554655919,Low Fat,0.019671473000000002,214.75599999999997,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,non
6018,FDO31,6.76,Regular,0.028982682000000003,79.596,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,perishable
6019,FDG10,12.987879554655919,Regular,0.019153299,57.6588,OUT019,1985,Small,Tier 1,Grocery Store,400.8116,non
6020,DRI49,14.15,Low Fat,0.184254826,82.4276,OUT018,2009,Medium,Tier 3,Supermarket Type2,1218.414,non
6021,NCA05,20.75,Non-Edible,0.025169702999999998,150.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,1187.7872,Others
6022,FDZ13,7.84,Regular,0.153494979,48.935,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96,non
6023,DRI25,19.6,Low Fat,0.034093202999999996,56.6614,OUT017,2007,Medium,Tier 2,Supermarket Type1,1492.0578,non
6024,NCA29,10.5,Non-Edible,0.045655118,169.8106,OUT010,1998,Medium,Tier 3,Grocery Store,171.1106,Others
6025,FDX43,5.655,Low Fat,0.142732848,167.95,OUT010,1998,Medium,Tier 3,Grocery Store,166.45,perishable
6026,FDZ08,12.5,Regular,0.110163385,83.6592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1320.9472,perishable
6027,FDC58,10.195,Low Fat,0.041934387000000004,44.6428,OUT035,2004,Small,Tier 2,Supermarket Type1,615.1992,non
6028,NCD54,13.384736495388726,Non-Edible,0.028868467000000002,146.3786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5056.751,Others
6029,FDM24,6.135,Regular,0.07931236700000001,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,3325.0052,non
6030,FDS12,9.1,Low Fat,0.174085625,124.6362,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.8878,non
6031,NCN55,14.6,Non-Edible,0.05973284400000001,241.2538,OUT018,2009,Medium,Tier 3,Supermarket Type2,5287.7836,Others
6032,NCP06,20.7,Non-Edible,0.039245805,151.4366,OUT046,1997,Small,Tier 1,Supermarket Type1,1511.366,Others
6033,FDB41,19.0,Regular,0.097510482,48.1718,OUT045,2002,Medium,Tier 2,Supermarket Type1,709.077,non
6034,FDJ16,9.195,Low Fat,0.114885647,59.6246,OUT046,1997,Small,Tier 1,Supermarket Type1,1100.5674,non
6035,NCB18,13.384736495388726,Non-Edible,0.072295507,89.7514,OUT019,1985,Small,Tier 1,Grocery Store,88.5514,Others
6036,FDH38,6.425,Low Fat,0.010436256,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,3749.7856,non
6037,FDE59,12.15,Low Fat,0.104257037,34.0532,OUT010,1998,Medium,Tier 3,Grocery Store,179.766,perishable
6038,NCF30,17.0,Non-Edible,0.126440335,125.2362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.1982,Others
6039,FDE35,13.690730769230765,Regular,0.06227604,59.8904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1757.7120000000002,perishable
6040,FDP49,12.768202247191002,Regular,0.12096585300000001,55.8614,OUT019,1985,Small,Tier 1,Grocery Store,110.5228,perishable
6041,NCQ05,13.142313953488392,Non-Edible,0.046559447999999996,152.0708,OUT027,1985,Medium,Tier 3,Supermarket Type3,2106.5912,Others
6042,FDP49,9.0,Regular,0.069031467,55.0614,OUT013,1987,High,Tier 3,Supermarket Type1,442.0912,perishable
6043,FDT12,6.215,Regular,0.049823839,226.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,677.1186,non
6044,NCM06,7.475,Non-Edible,0.126752975,154.2656,OUT010,1998,Medium,Tier 3,Grocery Store,308.9312,Others
6045,FDV23,11.0,Low Fat,0.10626789999999998,123.2046,OUT018,2009,Medium,Tier 3,Supermarket Type2,3237.1196,perishable
